,rental_id,inventory_id,rental_date,return_date,game_id,customer_id,staff_id,price,fine
7393,55,183,2021-01-14,2021-01-23,39,486,1,2.47,0.49
7645,56,189,2021-01-14,2021-01-19,47,565,1,1.11,0.0
7720,57,191,2021-01-14,2021-01-18,44,515,1,5.33,0.0
770,58,20,2021-01-14,2021-01-23,13,575,1,31.93,6.39
6857,59,171,2021-01-14,2021-01-19,5,486,1,9.33,0.0
4125,60,102,2021-01-14,2021-01-14,32,357,1,7.71,0.0
1406,61,35,2021-01-15,2021-01-15,35,522,1,10.84,0.0
1615,62,40,2021-01-15,2021-01-26,50,522,1,8.88,3.55
4008,63,99,2021-01-15,2021-01-28,27,282,1,5.0,3.0
14421,64,354,2021-01-15,2021-01-20,10,317,1,17.99,0.0
1932,65,48,2021-01-15,2021-01-19,29,523,1,19.27,0.0
14658,66,360,2021-01-15,2021-01-22,32,45,1,7.71,0.0
1283,67,32,2021-01-15,2021-01-15,32,55,1,7.71,0.0
2826,68,69,2021-01-15,2021-01-15,16,125,1,6.67,0.0
11713,69,287,2021-01-15,2021-01-21,39,421,1,2.47,0.0
5085,70,125,2021-01-15,2021-01-24,21,523,1,43.33,8.67
5439,71,134,2021-01-15,2021-01-15,29,261,1,19.27,0.0
7967,72,197,2021-01-15,2021-01-26,19,336,1,13.33,5.33
5519,73,136,2021-01-15,2021-01-18,7,446,1,12.17,0.0
11269,74,277,2021-01-15,2021-01-19,19,55,1,13.33,0.0
11069,75,272,2021-01-15,2021-01-19,10,525,1,17.99,0.0
11018,76,271,2021-01-15,2021-01-20,35,299,1,10.84,0.0
19700,77,484,2021-01-15,2021-02-06,13,285,1,31.93,47.9
6620,78,164,2021-01-15,2021-01-17,35,217,1,10.84,0.0
9974,79,247,2021-01-15,2021-01-17,13,250,1,31.93,0.0
7424,80,184,2021-01-15,2021-01-24,13,344,1,31.93,6.39
9056,81,225,2021-01-15,2021-01-15,6,459,1,7.95,0.0
7759,82,192,2021-01-15,2021-01-15,26,474,1,23.33,0.0
4262,83,105,2021-01-15,2021-01-15,46,55,1,1.71,0.0
7794,84,193,2021-01-15,2021-01-16,35,125,1,10.84,0.0
417,85,11,2021-01-15,2021-01-19,15,250,1,2.83,0.0
15882,86,390,2021-01-15,2021-01-15,13,575,1,31.93,0.0
18003,87,443,2021-01-15,2021-01-17,33,282,1,10.6,0.0
18389,88,452,2021-01-15,2021-01-25,36,365,1,12.35,3.71
15627,89,384,2021-01-15,2021-01-21,22,250,1,14.6,0.0
19240,90,473,2021-01-15,2021-01-27,22,486,1,14.6,7.3
50,91,2,2021-01-15,2021-01-15,39,525,1,2.47,0.0
18821,92,463,2021-01-15,2021-02-16,5,336,1,9.33,0.0
17028,93,420,2021-01-15,2021-01-22,29,525,1,19.27,0.0
9859,94,244,2021-01-16,2021-04-23,33,82,1,10.6,0.0
16087,95,395,2021-01-16,2021-04-26,5,317,1,9.33,2.8
5927,96,147,2021-01-16,2021-01-16,38,531,1,15.99,0.0
17721,97,437,2021-01-16,2021-01-28,13,97,1,31.93,15.96
16869,98,416,2021-01-16,2021-02-09,38,217,1,15.99,27.18
19528,99,480,2021-01-16,2021-01-16,20,317,1,7.53,0.0
16793,100,414,2021-01-16,2021-01-16,36,421,1,12.35,0.0
19796,101,486,2021-01-16,2021-01-22,22,299,1,14.6,0.0
13207,102,324,2021-01-16,2021-01-21,21,196,1,43.33,0.0
15972,103,392,2021-01-16,2021-01-29,22,45,1,14.6,8.76
17760,104,438,2021-01-16,2021-01-16,19,531,1,13.33,0.0
302,105,8,2021-01-16,2021-02-14,29,421,1,19.27,42.39
3378,106,83,2021-01-16,2021-01-20,6,285,1,7.95,0.0
16628,107,410,2021-01-16,2021-01-19,24,317,1,12.58,0.0
8871,108,220,2021-01-16,2021-01-25,10,486,1,17.99,3.6
12690,109,311,2021-01-16,2021-01-19,22,331,1,14.6,0.0
12609,110,309,2021-01-16,2021-02-22,1,453,1,10.97,0.0
16608,111,409,2021-01-16,2021-01-22,22,453,1,14.6,0.0
10818,112,266,2021-01-16,2021-01-16,32,34,1,7.71,0.0
6400,113,158,2021-01-16,2021-02-11,5,575,1,9.33,17.73
8707,114,216,2021-01-16,2021-01-21,32,446,1,7.71,0.0
11840,115,290,2021-01-16,2021-02-09,29,366,1,19.27,32.76
8476,116,211,2021-01-16,2021-01-22,27,494,1,5.0,0.0
4213,117,104,2021-01-16,2021-01-18,44,269,1,5.33,0.0
17142,118,423,2021-01-16,2021-01-17,25,322,1,3.77,0.0
5965,119,148,2021-01-16,2021-01-16,7,446,1,12.17,0.0
18478,120,454,2021-01-16,2021-01-23,13,64,1,31.93,0.0
13560,121,333,2021-01-16,2021-01-26,24,331,1,12.58,3.77
206,122,6,2021-01-16,2021-01-28,29,64,1,19.27,9.64
861,123,22,2021-01-16,2021-01-27,13,446,1,31.93,12.77
6906,124,172,2021-01-16,2021-01-21,40,421,1,6.87,0.0
1443,125,36,2021-01-16,2021-01-16,13,55,1,31.93,0.0
18861,126,464,2021-01-16,2021-01-16,11,269,1,3.99,0.0
19995,127,491,2021-01-16,2021-01-21,13,474,1,31.93,0.0
15797,128,388,2021-01-16,2021-02-11,32,565,1,7.71,14.65
19462,129,478,2021-01-16,2021-01-26,22,269,1,14.6,4.38
7601,130,188,2021-01-16,2021-01-19,7,446,1,12.17,0.0
14121,131,347,2021-01-16,2021-01-20,35,531,1,10.84,0.0
18783,132,462,2021-01-16,2021-02-10,13,282,1,31.93,57.47
9366,133,232,2021-01-17,2021-01-26,4,572,1,11.35,2.27
993,134,25,2021-01-17,2021-01-17,44,486,1,5.33,0.0
14020,135,344,2021-01-17,2021-01-17,22,531,1,14.6,0.0
3769,136,93,2021-01-17,2021-01-17,4,282,1,11.35,0.0
12132,137,298,2021-01-17,2021-01-20,35,446,1,10.84,0.0
1785,138,45,2021-01-17,2021-01-22,13,575,1,31.93,0.0
8844,139,219,2021-01-17,2021-01-21,19,250,1,13.33,0.0
11758,140,288,2021-01-17,2021-01-22,32,446,1,7.71,0.0
3967,141,98,2021-01-17,2021-01-21,26,299,1,23.33,0.0
608,142,16,2021-01-17,2021-01-17,13,261,1,31.93,0.0
7033,143,175,2021-01-17,2021-01-26,19,522,1,13.33,2.67
15225,144,374,2021-01-17,2021-01-17,22,520,1,14.6,0.0
6359,145,157,2021-01-17,2021-01-23,39,522,1,2.47,0.0
7466,146,185,2021-01-17,2021-01-22,39,269,1,2.47,0.0
813,147,21,2021-01-17,2021-01-22,38,285,1,15.99,0.0
7082,148,176,2021-01-17,2021-01-24,44,575,1,5.33,0.0
14457,149,355,2021-01-17,2021-01-17,4,522,1,11.35,0.0
17817,150,439,2021-01-17,2021-01-17,32,55,1,7.71,0.0
2912,151,71,2021-01-17,2021-01-21,32,299,1,7.71,0.0
10453,152,258,2021-01-17,2021-01-18,33,486,1,10.6,0.0
17916,153,441,2021-01-17,2021-01-18,35,415,1,10.84,0.0
2020,154,50,2021-01-17,2021-01-28,24,565,1,12.58,5.03
2615,155,64,2021-01-17,2021-02-11,33,299,1,10.6,19.08
13178,156,323,2021-01-17,2021-01-17,44,317,1,5.33,0.0
5535,157,137,2021-01-17,2021-01-20,27,97,1,5.0,0.0
9485,158,235,2021-01-18,2021-01-21,7,196,1,12.17,0.0
11231,159,276,2021-01-18,2021-01-22,11,459,1,3.99,0.0
10288,160,254,2021-01-18,2021-01-24,36,322,1,12.35,0.0
6236,161,154,2021-01-18,2021-01-18,14,97,1,11.27,0.0
11149,162,274,2021-01-18,2021-01-20,35,55,1,10.84,0.0
9190,163,228,2021-01-18,2021-01-18,2,278,1,4.33,0.0
8663,164,215,2021-01-18,2021-01-22,7,125,1,12.17,0.0
17958,165,442,2021-01-18,2021-01-21,7,459,1,12.17,0.0
10406,166,257,2021-01-18,2021-01-23,32,453,1,7.71,0.0
5769,167,143,2021-01-18,2021-01-28,32,170,1,7.71,2.31
9325,168,231,2021-01-18,2021-01-18,13,336,1,31.93,0.0
9930,169,246,2021-01-18,2021-01-28,24,322,1,12.58,3.77
5314,170,131,2021-01-18,2021-01-31,22,421,1,14.6,8.76
15262,171,375,2021-01-18,2021-01-21,2,261,1,4.33,0.0
2480,172,61,2021-01-18,2021-01-24,35,82,1,10.84,0.0
378,173,10,2021-01-18,2021-01-24,13,250,1,31.93,0.0
20275,174,498,2021-01-18,2021-01-31,34,552,1,1.87,1.12
15705,175,386,2021-01-18,2021-01-31,30,170,1,18.52,11.11
14372,176,353,2021-01-18,2021-01-30,27,196,1,5.0,2.5
14247,177,350,2021-01-18,2021-03-13,4,421,1,11.35,18.16
18736,178,461,2021-01-18,2021-01-22,13,317,1,31.93,0.0
13896,179,341,2021-01-18,2021-01-30,25,196,1,3.77,1.88
13737,180,337,2021-01-18,2021-01-24,3,82,1,10.58,0.0
2402,181,59,2021-01-18,2021-01-24,10,344,1,17.99,0.0
11434,182,281,2021-01-18,2021-02-12,37,366,1,3.1,5.58
135,183,4,2021-01-18,2021-01-18,32,523,1,7.71,0.0
18566,184,456,2021-01-18,2021-01-21,22,565,1,14.6,0.0
3172,185,78,2021-01-18,2021-01-31,21,97,1,43.33,26.0
12780,186,313,2021-01-18,2021-04-20,36,453,1,12.35,0.0
17090,187,422,2021-01-18,2021-01-24,38,217,1,15.99,0.0
11909,188,292,2021-01-18,2021-01-24,17,565,1,2.66,0.0
5813,189,144,2021-01-18,2021-01-18,3,322,1,10.58,0.0
11672,190,286,2021-01-18,2021-02-08,11,363,1,3.99,5.59
16330,191,401,2021-01-18,2021-01-22,48,520,1,12.0,0.0
3487,192,86,2021-01-18,2021-01-24,42,531,1,8.0,0.0
3941,193,97,2021-01-18,2021-01-24,19,565,1,13.33,0.0
6482,194,160,2021-01-19,2021-01-24,1,453,1,10.97,0.0
17456,195,430,2021-01-19,2021-01-30,22,421,1,14.6,5.84
8329,196,207,2021-01-19,2021-01-23,1,365,1,10.97,0.0
11308,197,278,2021-01-19,2021-01-24,6,523,1,7.95,0.0
1131,198,28,2021-01-19,2021-01-22,32,317,1,7.71,0.0
1045,199,26,2021-01-19,2021-01-19,34,317,1,1.87,0.0
9242,200,229,2021-01-19,2021-01-24,13,415,1,31.93,0.0
6994,201,174,2021-01-19,2021-01-22,22,317,1,14.6,0.0
15467,202,380,2021-01-19,2021-01-28,23,575,1,1.7,0.34
9441,203,234,2021-01-19,2021-01-19,1,97,1,10.97,0.0
19879,204,488,2021-01-19,2021-01-19,13,494,1,31.93,0.0
4708,205,116,2021-01-19,2021-01-25,4,494,1,11.35,0.0
12725,206,312,2021-01-19,2021-01-28,32,217,1,7.71,1.54
18723,207,460,2021-01-19,2021-01-23,25,261,1,3.77,0.0
16010,208,393,2021-01-19,2021-01-27,7,474,1,12.17,1.22
1978,209,49,2021-01-19,2021-01-28,27,474,1,5.0,1.0
16918,210,417,2021-01-19,2021-01-23,33,217,1,10.6,0.0
16559,211,407,2021-01-19,2021-01-26,31,344,1,8.0,0.0
6063,212,150,2021-01-19,2021-01-30,29,217,1,19.27,7.71
4875,213,120,2021-01-19,2021-01-20,4,525,1,11.35,0.0
2747,214,67,2021-01-19,2021-01-25,27,572,1,5.0,0.0
13019,215,319,2021-01-19,2021-05-19,13,82,1,31.93,0.0
5168,216,127,2021-01-19,2021-01-25,22,88,1,14.6,0.0
16705,217,412,2021-01-19,2021-01-19,13,55,1,31.93,0.0
11342,218,279,2021-01-19,2021-03-18,28,525,1,8.67,17.34
8159,219,203,2021-01-20,2021-01-20,22,82,1,14.6,0.0
7838,220,194,2021-01-20,2021-01-20,1,88,1,10.97,0.0
17865,221,440,2021-01-20,2021-01-29,3,525,1,10.58,2.12
11385,222,280,2021-01-20,2021-02-09,29,357,2,19.27,25.05
9666,223,240,2021-01-20,2021-01-29,7,474,2,12.17,2.43
19495,224,479,2021-01-20,2021-01-28,41,45,2,1.92,0.19
20239,225,497,2021-01-20,2021-01-20,4,531,1,11.35,0.0
13981,226,343,2021-01-20,2021-01-21,3,170,1,10.58,0.0
14571,227,358,2021-01-20,2021-01-25,27,97,1,5.0,0.0
13379,228,328,2021-01-20,2021-01-20,32,453,1,7.71,0.0
16210,229,398,2021-01-20,2021-02-01,13,446,1,31.93,15.96
9550,230,237,2021-01-20,2021-01-21,27,525,1,5.0,0.0
3842,231,95,2021-01-20,2021-01-26,6,34,1,7.95,0.0
19338,232,475,2021-01-20,2021-01-24,27,196,1,5.0,0.0
11581,233,284,2021-01-20,2021-01-29,13,565,2,31.93,6.39
719,234,19,2021-01-20,2021-01-27,4,269,1,11.35,0.0
4444,235,109,2021-01-20,2021-01-20,25,467,2,3.77,0.0
4618,236,113,2021-01-20,2021-01-21,29,565,1,19.27,0.0
4682,237,115,2021-01-20,2021-01-21,7,282,2,12.17,0.0
16490,238,405,2021-01-20,2021-01-20,21,336,1,43.33,0.0
4845,239,119,2021-01-20,2021-01-25,13,285,1,31.93,0.0
15123,240,371,2021-01-20,2021-02-19,42,522,1,8.0,18.4
18080,241,445,2021-01-20,2021-01-26,40,572,2,6.87,0.0
5194,242,128,2021-01-20,2021-01-29,38,55,1,15.99,3.2
9811,243,243,2021-01-20,2021-01-30,13,494,1,31.93,9.58
9768,244,242,2021-01-20,2021-01-22,35,88,1,10.84,0.0
19069,245,469,2021-01-20,2021-01-22,19,575,2,13.33,0.0
13938,246,342,2021-01-20,2021-01-25,1,415,2,10.97,0.0
17655,247,435,2021-01-21,2021-02-02,42,217,1,8.0,4.0
18902,248,465,2021-01-21,2021-02-09,19,344,2,13.33,16.0
6440,249,159,2021-01-21,2021-01-30,5,515,1,9.33,1.87
2151,250,53,2021-01-21,2021-02-19,47,88,2,1.11,2.44
6591,251,163,2021-01-21,2021-02-03,22,523,2,14.6,8.76
3293,252,81,2021-01-21,2021-02-03,13,523,2,31.93,19.16
18253,253,449,2021-01-21,2021-01-25,17,523,1,2.66,0.0
4312,254,106,2021-01-21,2021-01-21,40,531,2,6.87,0.0
5002,255,123,2021-01-21,2021-01-28,27,365,1,5.0,0.0
6695,256,167,2021-01-21,2021-02-02,35,269,1,10.84,5.42
7165,257,178,2021-01-21,2021-01-30,22,170,2,14.6,2.92
0,258,1,2021-01-21,2021-01-26,6,520,1,7.95,0.0
12181,259,299,2021-01-21,2021-02-02,13,285,1,31.93,15.96
12270,260,301,2021-01-21,2021-01-25,4,474,1,11.35,0.0
19753,261,485,2021-01-21,2021-01-26,27,278,1,5.0,0.0
14208,262,349,2021-01-21,2021-02-02,4,572,2,11.35,5.68
14545,263,357,2021-01-21,2021-01-27,29,336,1,19.27,0.0
10510,264,259,2021-01-21,2021-01-25,24,336,2,12.58,0.0
19379,265,476,2021-01-21,2021-01-24,28,88,1,8.67,0.0
10551,266,260,2021-01-21,2021-01-21,39,366,2,2.47,0.0
17065,267,421,2021-01-21,2021-01-28,10,453,2,17.99,0.0
10736,268,264,2021-01-21,2021-01-23,39,531,1,2.47,0.0
10969,269,270,2021-01-21,2021-01-24,37,268,1,3.1,0.0
19290,270,474,2021-01-21,2021-01-28,21,336,1,43.33,0.0
8290,271,206,2021-01-21,2021-01-26,32,344,2,7.71,0.0
15585,272,383,2021-01-21,2021-02-02,22,572,1,14.6,7.3
16415,273,403,2021-01-21,2021-01-26,11,486,2,3.99,0.0
10014,274,248,2021-01-21,2021-01-29,13,322,2,31.93,3.19
12935,275,317,2021-01-21,2021-01-21,36,459,2,12.35,0.0
17336,276,427,2021-01-21,2021-01-30,39,45,1,2.47,0.49
7357,277,182,2021-01-21,2021-02-01,36,331,1,12.35,4.94
16288,278,400,2021-01-21,2021-01-30,13,520,2,31.93,6.39
15072,279,370,2021-01-21,2021-01-25,46,97,1,1.71,0.0
257,280,7,2021-01-21,2021-01-26,27,467,2,5.0,0.0
17377,281,428,2021-01-21,2021-01-21,10,437,2,17.99,0.0
14900,282,366,2021-01-21,2021-01-27,13,552,1,31.93,0.0
14986,283,368,2021-01-21,2021-01-25,29,402,1,19.27,0.0
7916,284,196,2021-01-21,2021-01-24,39,64,2,2.47,0.0
16168,285,397,2021-01-21,2021-01-23,22,531,1,14.6,0.0
5236,286,129,2021-01-22,2021-01-31,39,88,1,2.47,0.49
12090,287,297,2021-01-22,2021-01-26,13,575,1,31.93,0.0
10370,288,256,2021-01-22,2021-01-22,28,322,1,8.67,0.0
12891,289,316,2021-01-22,2021-01-26,7,515,1,12.17,0.0
13651,290,335,2021-01-22,2021-01-26,1,467,1,10.97,0.0
2367,291,58,2021-01-22,2021-02-03,10,217,1,17.99,8.99
18222,292,448,2021-01-22,2021-01-26,1,250,1,10.97,0.0
11109,293,273,2021-01-22,2021-02-01,22,453,1,14.6,4.38
2963,294,72,2021-01-22,2021-01-30,45,474,1,7.86,0.79
5280,295,130,2021-01-22,2021-03-03,13,525,1,31.93,6.39
2578,296,63,2021-01-22,2021-01-22,13,64,1,31.93,0.0
2695,297,66,2021-01-22,2021-01-28,6,282,1,7.95,0.0
12853,298,315,2021-01-22,2021-01-24,7,125,1,12.17,0.0
13246,299,325,2021-01-22,2021-02-03,22,82,1,14.6,7.3
17188,300,424,2021-01-22,2021-01-28,31,522,1,8.0,0.0
1833,301,46,2021-01-22,2021-01-22,32,331,1,7.71,0.0
17621,302,434,2021-01-22,2021-01-31,13,467,1,31.93,6.39
15030,303,369,2021-01-22,2021-01-24,1,520,1,10.97,0.0
19024,304,468,2021-01-22,2021-01-31,13,34,1,31.93,6.39
7674,305,190,2021-01-22,2021-01-22,39,285,1,2.47,0.0
14946,306,367,2021-01-22,2021-01-26,40,217,1,6.87,0.0
6668,307,166,2021-01-22,2021-01-22,2,34,1,4.33,0.0
14817,308,364,2021-01-22,2021-01-24,32,278,1,7.71,0.0
17237,309,425,2021-01-22,2021-01-29,27,494,1,5.0,0.0
1887,310,47,2021-01-22,2021-01-24,35,430,1,10.84,0.0
1236,311,31,2021-01-22,2021-01-22,39,552,1,2.47,0.0
8149,312,202,2021-01-22,2021-01-24,13,282,1,31.93,0.0
14064,313,345,2021-01-22,2021-01-22,22,269,1,14.6,0.0
18036,314,444,2021-01-22,2021-01-24,13,97,1,31.93,0.0
18940,315,466,2021-01-22,2021-01-29,9,421,1,27.33,0.0
1374,316,34,2021-01-22,2021-01-22,1,459,1,10.97,0.0
8977,317,223,2021-01-22,2021-03-11,13,322,1,31.93,31.93
9010,318,224,2021-01-22,2021-01-28,1,217,1,10.97,0.0
14160,319,348,2021-01-22,2021-01-27,10,415,1,17.99,0.0
18604,320,457,2021-01-23,2021-01-25,32,357,2,7.71,0.0
3418,321,84,2021-01-23,2021-01-24,37,317,2,3.1,0.0
485,322,13,2021-01-23,2021-01-31,46,515,1,1.71,0.17
16244,323,399,2021-01-23,2021-03-20,39,565,2,2.47,4.45
12559,324,308,2021-01-23,2021-01-25,29,575,2,19.27,0.0
13698,325,336,2021-01-23,2021-02-02,1,45,2,10.97,3.29
14706,326,361,2021-01-23,2021-01-24,22,331,1,14.6,0.0
18979,327,467,2021-01-23,2021-02-17,3,530,1,10.58,19.04
2101,328,52,2021-01-23,2021-02-02,1,261,1,10.97,3.29
2877,329,70,2021-01-23,2021-02-19,13,357,2,31.93,63.86
15535,330,382,2021-01-23,2021-01-23,27,97,2,5.0,0.0
1331,331,33,2021-01-23,2021-01-29,6,402,2,7.95,0.0
1483,332,37,2021-01-23,2021-01-27,36,250,2,12.35,0.0
13142,333,322,2021-01-23,2021-01-31,38,437,2,15.99,1.6
7256,334,180,2021-01-23,2021-01-28,19,97,1,13.33,0.0
4960,335,122,2021-01-23,2021-01-31,29,565,1,19.27,1.93
4798,336,118,2021-01-23,2021-01-26,44,34,2,5.33,0.0
10934,337,269,2021-01-23,2021-01-29,39,97,1,2.47,0.0
10696,338,263,2021-01-23,2021-02-21,36,486,1,12.35,27.17
5484,339,135,2021-01-23,2021-01-31,32,269,1,7.71,0.77
9625,340,239,2021-01-23,2021-01-23,5,575,2,9.33,0.0
9581,341,238,2021-01-23,2021-01-29,13,217,2,31.93,0.0
5729,342,142,2021-01-23,2021-02-01,29,486,2,19.27,3.85
16458,343,404,2021-01-23,2021-01-28,4,515,1,11.35,0.0
6190,344,153,2021-01-23,2021-03-10,24,217,1,12.58,10.06
17284,345,426,2021-01-23,2021-01-28,19,322,2,13.33,0.0
6740,346,168,2021-01-23,2021-01-23,1,250,2,10.97,0.0
7514,347,186,2021-01-23,2021-01-23,44,250,1,5.33,0.0
17501,348,431,2021-01-23,2021-01-30,32,45,1,7.71,0.0
19916,349,489,2021-01-23,2021-02-05,10,336,2,17.99,10.79
20360,350,500,2021-01-23,2021-01-23,37,437,2,3.1,0.0
17541,351,432,2021-01-23,2021-01-29,7,552,1,12.17,0.0
15380,352,378,2021-01-23,2021-01-29,5,486,2,9.33,0.0
4649,353,114,2021-01-23,2021-02-03,4,268,1,11.35,4.54
18301,354,450,2021-01-23,2021-01-28,19,363,1,13.33,0.0
4399,355,108,2021-01-23,2021-01-23,13,474,2,31.93,0.0
4489,356,110,2021-01-23,2021-01-23,22,299,1,14.6,0.0
11487,357,282,2021-01-23,2021-01-26,39,217,2,2.47,0.0
11184,358,275,2021-01-23,2021-02-01,22,170,1,14.6,2.92
4084,359,101,2021-01-23,2021-01-24,6,336,1,7.95,0.0
18344,360,451,2021-01-23,2021-01-24,19,515,1,13.33,0.0
4360,361,107,2021-01-23,2021-02-01,36,217,1,12.35,2.47
3801,362,94,2021-01-23,2021-01-26,25,34,1,3.77,0.0
4574,363,112,2021-01-23,2021-01-26,1,437,2,10.97,0.0
6783,364,169,2021-01-24,2021-01-29,46,278,1,1.71,0.0
19603,365,482,2021-01-24,2021-01-31,22,494,1,14.6,0.0
11625,366,285,2021-01-24,2021-02-05,13,331,1,31.93,15.96
11535,367,283,2021-01-24,2021-01-28,22,170,1,14.6,0.0
8135,368,201,2021-01-24,2021-01-30,4,55,1,11.35,0.0
8356,369,208,2021-01-24,2021-01-24,35,522,1,10.84,0.0
3573,370,88,2021-01-24,2021-02-03,13,336,1,31.93,9.58
14725,371,362,2021-01-24,2021-02-02,44,531,1,5.33,1.07
8799,372,218,2021-01-24,2021-01-26,5,531,1,9.33,0.0
8940,373,222,2021-01-24,2021-01-28,7,278,1,12.17,0.0
20145,374,495,2021-01-24,2021-01-31,13,515,1,31.93,0.0
8057,375,199,2021-01-24,2021-01-30,39,552,1,2.47,0.0
2447,376,60,2021-01-24,2021-02-06,33,552,1,10.6,6.36
15745,377,387,2021-01-24,2021-02-05,37,125,1,3.1,1.55
13334,378,327,2021-01-24,2021-01-27,42,268,1,8.0,0.0
13097,379,321,2021-01-24,2021-02-21,13,525,1,31.93,67.05
16122,380,396,2021-01-24,2021-01-26,9,520,1,27.33,0.0
4531,381,111,2021-01-24,2021-01-31,36,278,1,12.35,0.0
2067,382,51,2021-01-24,2021-03-19,39,565,1,2.47,3.95
13545,383,332,2021-01-24,2021-01-24,10,453,1,17.99,0.0
13611,384,334,2021-01-24,2021-01-24,37,45,1,3.1,0.0
3696,385,91,2021-01-24,2021-01-24,22,474,1,14.6,0.0
13058,386,320,2021-01-24,2021-01-24,6,572,1,7.95,0.0
5350,387,132,2021-01-24,2021-01-26,13,344,1,31.93,0.0
5402,388,133,2021-01-24,2021-02-09,8,525,1,11.99,10.79
18517,389,455,2021-01-24,2021-01-31,43,299,1,3.78,0.0
14122,390,347,2021-01-24,2021-01-24,35,494,1,10.84,0.0
9720,391,241,2021-01-24,2021-01-26,40,415,1,6.87,0.0
5613,392,139,2021-01-24,2021-02-06,25,486,1,3.77,2.26
9289,393,230,2021-01-24,2021-01-24,47,88,1,1.11,0.0
3648,394,90,2021-01-24,2021-01-24,22,261,1,14.6,0.0
19149,395,471,2021-01-24,2021-04-28,4,269,1,11.35,0.0
14572,396,358,2021-01-25,2021-02-23,27,217,2,5.0,11.0
15883,397,390,2021-01-25,2021-02-02,13,360,2,31.93,3.19
12691,398,311,2021-01-25,2021-01-31,22,344,2,14.6,0.0
