,date,purchase_id,inventory_id,staff_id,customer_id
291,2021-04-21,142,421,1,70
292,2021-04-22,143,144,3,291
293,2021-04-22,143,1024,3,291
294,2021-04-22,144,231,3,347
295,2021-04-22,144,210,3,347
296,2021-04-22,144,236,3,347
297,2021-04-23,145,2023,2,330
298,2021-04-23,145,127,2,330
299,2021-04-26,146,2572,2,7
300,2021-04-26,146,96,2,7
301,2021-04-26,146,260,2,7
302,2021-04-26,147,243,2,281
303,2021-04-26,148,227,2,513
304,2021-04-28,149,1157,3,378
305,2021-04-28,149,622,3,378
306,2021-04-29,150,802,1,542
307,2021-05-01,151,1438,1,109
308,2021-05-01,152,49,1,162
309,2021-05-01,152,53,1,162
310,2021-05-01,152,235,3,162
311,2021-05-02,153,647,1,306
312,2021-05-02,154,708,1,534
313,2021-05-02,155,650,1,128
314,2021-05-02,155,249,1,128
315,2021-05-02,155,259,1,128
316,2021-05-02,156,152,1,204
317,2021-05-03,157,55,3,326
318,2021-05-03,157,1925,2,326
319,2021-05-03,158,323,2,396
320,2021-05-04,159,1770,3,331
321,2021-05-04,159,266,1,331
322,2021-05-06,160,258,3,567
323,2021-05-06,161,134,2,437
324,2021-05-06,161,917,3,437
325,2021-05-06,161,400,3,437
326,2021-05-06,162,859,3,533
327,2021-05-06,162,876,3,533
328,2021-05-06,162,368,3,533
329,2021-05-06,163,148,2,2
330,2021-05-06,163,287,3,2
331,2021-05-06,164,196,2,85
332,2021-05-06,164,1514,3,85
333,2021-05-07,165,2061,1,429
334,2021-05-07,165,223,1,429
335,2021-05-07,165,267,1,429
336,2021-05-08,166,241,1,22
337,2021-05-08,167,397,1,125
338,2021-05-09,168,2410,1,372
339,2021-05-09,169,2176,1,600
340,2021-05-09,169,1540,1,600
341,2021-05-09,169,295,1,600
342,2021-05-10,170,256,1,575
343,2021-05-10,170,975,1,575
344,2021-05-10,170,907,1,575
345,2021-05-13,171,253,2,554
346,2021-05-13,171,2633,3,554
347,2021-05-13,171,634,2,554
348,2021-05-13,172,804,2,48
349,2021-05-13,172,2169,3,48
350,2021-05-13,172,2223,3,48
351,2021-05-14,173,2481,1,505
352,2021-05-14,173,406,1,505
353,2021-05-14,173,1104,1,505
354,2021-05-15,174,2252,3,60
355,2021-05-15,175,2239,3,546
356,2021-05-15,175,425,3,546
357,2021-05-15,175,363,3,546
358,2021-05-15,176,1100,3,90
359,2021-05-16,177,451,1,95
360,2021-05-16,178,66,1,498
361,2021-05-17,179,2593,2,149
362,2021-05-17,179,277,2,149
363,2021-05-17,180,2276,2,519
364,2021-05-17,180,1576,1,519
365,2021-05-17,181,305,1,258
366,2021-05-17,181,153,1,258
367,2021-05-17,182,2703,1,132
368,2021-05-17,183,2215,1,152
369,2021-05-17,183,333,2,152
370,2021-05-17,183,3253,2,152
371,2021-05-18,184,163,3,374
372,2021-05-18,184,171,3,374
373,2021-05-18,185,2313,3,554
374,2021-05-18,185,2658,3,554
375,2021-05-19,186,201,3,351
376,2021-05-19,186,318,3,351
377,2021-05-19,186,420,3,351
378,2021-05-20,187,2632,3,284
379,2021-05-20,188,2669,3,509
380,2021-05-20,188,1118,3,509
381,2021-05-20,188,2959,3,509
382,2021-05-22,189,1539,3,304
383,2021-05-22,189,1673,3,304
384,2021-05-23,190,334,1,481
385,2021-05-23,190,315,1,481
386,2021-05-23,190,431,1,481
387,2021-05-23,191,336,1,505
388,2021-05-23,191,478,1,505
389,2021-05-23,192,154,1,384
390,2021-05-23,192,1749,1,384
391,2021-05-23,192,558,1,384
392,2021-05-24,193,1061,3,213
393,2021-05-26,194,758,1,298
394,2021-05-26,194,142,1,298
395,2021-05-26,194,202,1,298
396,2021-05-27,195,206,1,39
397,2021-05-27,195,3418,1,39
398,2021-05-28,196,100,3,429
399,2021-05-29,197,300,1,165
400,2021-05-29,197,555,1,165
401,2021-05-29,198,454,1,449
402,2021-05-29,199,133,3,486
403,2021-05-29,199,429,1,486
404,2021-05-30,200,282,1,381
405,2021-05-30,200,186,1,381
406,2021-05-30,200,772,1,381
407,2021-06-01,201,301,2,258
408,2021-06-01,201,2899,2,258
409,2021-06-01,201,594,2,258
410,2021-06-03,202,668,2,529
411,2021-06-03,202,103,2,529
412,2021-06-03,202,61,2,529
413,2021-06-04,203,195,1,474
414,2021-06-04,203,298,3,474
415,2021-06-04,203,1425,1,474
416,2021-06-05,204,275,3,142
417,2021-06-05,204,360,3,142
418,2021-06-05,204,291,3,142
419,2021-06-05,205,1680,3,347
420,2021-06-05,206,1800,3,24
421,2021-06-05,207,519,3,535
422,2021-06-05,207,396,3,535
423,2021-06-09,208,1229,3,493
424,2021-06-09,208,686,3,493
425,2021-06-09,208,1995,3,493
426,2021-06-09,209,2069,3,473
427,2021-06-09,209,2940,3,473
428,2021-06-09,210,224,3,15
429,2021-06-09,210,388,3,15
430,2021-06-09,211,448,3,161
431,2021-06-09,211,799,3,161
432,2021-06-09,211,381,3,161
433,2021-06-09,212,263,3,61
434,2021-06-10,213,69,2,242
435,2021-06-10,214,507,2,144
436,2021-06-10,214,2777,2,144
437,2021-06-10,215,641,2,33
438,2021-06-12,216,325,2,597
439,2021-06-12,216,768,2,597
440,2021-06-12,216,569,2,597
441,2021-06-14,217,584,3,94
442,2021-06-14,217,1873,3,94
443,2021-06-14,217,304,3,94
444,2021-06-15,218,136,2,82
445,2021-06-16,219,3175,3,453
446,2021-06-16,219,704,3,453
447,2021-06-17,220,346,3,244
448,2021-06-17,221,1642,1,286
449,2021-06-17,222,2291,1,228
450,2021-06-17,222,630,3,228
451,2021-06-17,222,632,3,228
452,2021-06-17,223,423,3,498
453,2021-06-18,224,2969,3,220
454,2021-06-18,225,352,3,505
455,2021-06-18,225,1954,2,505
456,2021-06-19,226,1099,3,280
457,2021-06-19,226,670,3,280
458,2021-06-19,226,1798,3,280
459,2021-06-20,227,310,1,585
460,2021-06-20,228,2927,1,391
461,2021-06-20,228,1942,1,391
462,2021-06-21,229,3244,3,249
463,2021-06-22,230,160,2,506
464,2021-06-22,231,319,2,429
465,2021-06-23,232,784,2,401
466,2021-06-23,232,330,2,401
467,2021-06-23,233,3004,3,97
468,2021-06-25,234,601,2,105
469,2021-06-25,235,2428,2,462
470,2021-06-26,236,151,2,143
471,2021-06-26,236,1041,2,143
472,2021-06-26,236,653,2,143
473,2021-06-26,237,276,2,461
474,2021-06-27,238,778,1,263
475,2021-06-27,238,678,1,263
476,2021-06-28,239,682,2,379
477,2021-06-28,239,211,2,379
478,2021-06-30,240,179,1,328
479,2021-06-30,240,767,1,328
480,2021-06-30,240,77,1,328
481,2021-07-02,241,317,2,58
482,2021-07-02,242,1086,2,321
483,2021-07-02,242,1525,3,321
484,2021-07-02,242,517,3,321
485,2021-07-03,243,774,2,106
486,2021-07-03,244,182,2,135
487,2021-07-03,244,329,2,135
488,2021-07-03,244,286,2,135
489,2021-07-03,245,244,2,244
490,2021-07-03,245,506,2,244
491,2021-07-04,246,80,1,326
492,2021-07-04,246,842,1,326
493,2021-07-04,246,394,1,326
494,2021-07-04,247,269,1,95
495,2021-07-04,247,156,1,95
496,2021-07-05,248,248,1,535
497,2021-07-05,248,2229,3,535
498,2021-07-05,248,2474,1,535
499,2021-07-05,249,369,3,235
500,2021-07-05,249,366,1,235
501,2021-07-05,249,850,3,235
502,2021-07-06,250,928,1,539
503,2021-07-06,250,2596,1,539
504,2021-07-06,250,2235,2,539
505,2021-07-07,251,952,1,202
506,2021-07-07,252,292,1,207
507,2021-07-10,253,177,3,521
508,2021-07-10,253,3514,3,521
509,2021-07-10,254,306,3,460
510,2021-07-10,255,1416,3,288
511,2021-07-10,255,3469,3,288
512,2021-07-11,256,786,1,444
513,2021-07-12,257,3662,3,385
514,2021-07-12,257,826,3,385
515,2021-07-12,257,378,3,385
516,2021-07-12,258,531,3,571
517,2021-07-12,258,1999,3,571
518,2021-07-12,258,170,3,571
519,2021-07-13,259,819,2,348
520,2021-07-13,259,175,2,348
521,2021-07-14,260,403,1,523
522,2021-07-14,260,220,1,523
523,2021-07-14,260,358,1,523
524,2021-07-15,261,525,1,78
525,2021-07-15,262,194,1,454
526,2021-07-16,263,903,2,550
527,2021-07-16,263,274,1,550
528,2021-07-17,264,1645,1,224
529,2021-07-17,264,551,1,224
530,2021-07-17,264,237,3,224
531,2021-07-17,265,877,3,109
532,2021-07-17,265,362,1,109
533,2021-07-17,265,2233,3,109
534,2021-07-18,266,1370,1,575
535,2021-07-18,267,240,1,513
536,2021-07-18,267,823,1,513
537,2021-07-18,267,3322,1,513
538,2021-07-20,268,1433,3,16
539,2021-07-20,269,591,3,108
540,2021-07-20,270,940,3,250
541,2021-07-20,271,711,3,171
542,2021-07-20,272,649,3,417
543,2021-07-22,273,413,2,509
544,2021-07-23,274,371,1,407
545,2021-07-23,274,1049,1,407
546,2021-07-24,275,1205,2,449
547,2021-07-24,275,3737,3,449
548,2021-07-24,275,189,2,449
549,2021-07-24,276,958,2,240
550,2021-07-24,276,2279,2,240
551,2021-07-26,277,1217,1,66
552,2021-07-27,278,962,3,174
553,2021-07-28,279,796,2,399
554,2021-07-28,280,948,1,3
555,2021-07-28,281,977,1,281
556,2021-07-28,281,621,1,281
557,2021-07-28,281,419,2,281
558,2021-07-28,282,738,1,598
559,2021-07-28,282,701,2,598
560,2021-07-31,283,372,3,332
561,2021-07-31,283,654,3,332
562,2021-07-31,284,3513,3,596
563,2021-07-31,284,83,3,596
564,2021-08-01,285,831,1,434
565,2021-08-02,286,1391,3,592
566,2021-08-02,287,2647,3,210
567,2021-08-02,287,2785,3,210
568,2021-08-02,287,801,3,210
569,2021-08-02,288,324,3,439
570,2021-08-02,288,1835,3,439
571,2021-08-02,289,1141,3,159
572,2021-08-04,290,1057,3,200
573,2021-08-06,291,94,2,20
574,2021-08-06,291,1480,2,20
575,2021-08-06,291,1937,2,20
576,2021-08-06,292,999,2,472
577,2021-08-06,292,238,2,472
578,2021-08-06,292,2404,1,472
579,2021-08-07,293,212,1,130
580,2021-08-07,293,309,1,130
581,2021-08-07,293,1553,1,130
582,2021-08-07,294,314,3,572
583,2021-08-07,294,657,3,572
584,2021-08-07,295,1859,1,72
585,2021-08-07,296,321,3,418
586,2021-08-07,296,1485,3,418
587,2021-08-07,296,492,1,418
588,2021-08-07,297,983,3,56
589,2021-08-07,297,245,3,56
590,2021-08-07,297,1652,3,56
591,2021-08-08,298,1050,1,128
592,2021-08-08,298,2498,1,128
593,2021-08-08,298,411,1,128
594,2021-08-09,299,254,2,108
595,2021-08-09,299,328,2,108
596,2021-08-09,299,242,2,108
597,2021-08-09,300,344,2,46
598,2021-08-09,300,619,2,46
599,2021-08-09,300,669,2,46
600,2021-08-11,301,2396,2,398
601,2021-08-11,301,1399,3,398
602,2021-08-12,302,1591,1,515
603,2021-08-12,303,965,1,530
604,2021-08-12,303,698,1,530
605,2021-08-14,304,702,2,332
606,2021-08-14,304,1071,2,332
607,2021-08-14,305,1877,2,122
608,2021-08-14,305,2362,2,122
609,2021-08-15,306,1969,1,461
610,2021-08-15,306,779,1,461
611,2021-08-15,306,280,1,461
612,2021-08-16,307,1528,1,83
613,2021-08-16,308,1817,1,404
614,2021-08-16,308,1577,1,404
615,2021-08-16,308,3335,1,404
616,2021-08-16,309,316,1,145
617,2021-08-16,309,1850,1,145
618,2021-08-16,310,2674,1,144
619,2021-08-16,310,370,1,144
620,2021-08-18,311,424,1,247
621,2021-08-18,312,95,1,424
622,2021-08-18,313,1098,3,127
623,2021-08-18,314,2003,3,584
624,2021-08-18,315,1084,3,260
625,2021-08-21,316,338,1,586
626,2021-08-21,316,416,1,586
627,2021-08-21,317,422,1,91
628,2021-08-21,317,185,1,91
629,2021-08-22,318,257,1,84
630,2021-08-22,319,326,1,276
631,2021-08-22,319,433,1,276
632,2021-08-22,319,2270,1,276
633,2021-08-23,320,1175,1,171
634,2021-08-23,320,1096,1,171
635,2021-08-23,320,279,3,171
636,2021-08-25,321,453,3,16
637,2021-08-25,321,2416,3,16
638,2021-08-25,321,200,2,16
639,2021-08-25,322,780,2,2
640,2021-08-25,322,1422,2,2
641,2021-08-25,322,2788,3,2
642,2021-08-25,323,440,3,491
643,2021-08-25,323,452,2,491
644,2021-08-25,323,1636,3,491
645,2021-08-25,324,467,3,324
646,2021-08-25,325,353,2,564
647,2021-08-25,325,828,3,564
648,2021-08-25,325,2645,2,564
649,2021-08-27,326,1148,2,429
650,2021-08-27,326,534,2,429
651,2021-08-27,326,294,2,429
652,2021-08-27,327,658,2,196
653,2021-08-27,327,1048,1,196
654,2021-08-27,327,2310,2,196
655,2021-08-27,328,845,2,322
656,2021-08-28,329,1507,3,499
657,2021-08-28,329,340,3,499
658,2021-08-28,330,1046,3,554
659,2021-08-28,330,97,3,554
660,2021-08-28,330,427,3,554
661,2021-08-28,331,3070,3,406
662,2021-08-30,332,337,2,135
663,2021-08-30,333,2478,3,200
664,2021-08-30,333,455,3,200
665,2021-08-30,333,307,3,200
666,2021-08-30,334,437,2,146
667,2021-08-30,334,2955,2,146
668,2021-08-30,334,2816,3,146
669,2021-08-31,335,726,2,323
670,2021-09-01,336,728,1,374
671,2021-09-01,336,481,1,374
672,2021-09-01,336,2609,1,374
673,2021-09-01,337,866,1,60
674,2021-09-01,337,450,1,60
675,2021-09-01,337,384,1,60
676,2021-09-01,338,101,1,368
677,2021-09-01,338,2864,1,368
678,2021-09-01,338,438,1,368
679,2021-09-02,339,364,2,160
680,2021-09-02,339,3081,2,160
681,2021-09-02,339,902,2,160
682,2021-09-02,340,1051,2,21
683,2021-09-02,340,1106,2,21
684,2021-09-02,341,1880,2,339
685,2021-09-02,341,483,2,339
686,2021-09-03,342,1917,3,577
687,2021-09-03,343,798,3,216
688,2021-09-03,343,385,3,216
689,2021-09-04,344,1922,1,85
690,2021-09-05,345,458,1,561
691,2021-09-05,346,1160,1,447
692,2021-09-05,346,2432,1,447
693,2021-09-06,347,1073,3,457
694,2021-09-06,347,1066,3,457
695,2021-09-06,347,487,3,457
696,2021-09-06,348,1537,3,279
697,2021-09-06,349,262,1,279
698,2021-09-06,349,3183,1,279
699,2021-09-06,350,461,1,129
700,2021-09-06,350,390,3,129
701,2021-09-06,351,1136,1,145
702,2021-09-06,351,2018,1,145
703,2021-09-06,351,2809,3,145
704,2021-09-07,352,191,1,521
705,2021-09-07,352,3210,1,521
706,2021-09-07,352,2129,1,521
707,2021-09-08,353,2422,2,157
708,2021-09-08,353,1115,2,157
709,2021-09-08,353,571,2,157
710,2021-09-09,354,1643,3,594
711,2021-09-09,354,2542,3,594
712,2021-09-09,355,937,3,332
713,2021-09-09,355,426,3,332
714,2021-09-13,356,106,1,459
715,2021-09-14,357,3403,2,557
716,2021-09-15,358,375,3,55
717,2021-09-15,358,409,3,55
718,2021-09-15,359,3279,3,77
719,2021-09-15,359,1181,3,77
720,2021-09-15,359,2713,3,77
721,2021-09-16,360,464,3,552
722,2021-09-19,361,3567,1,18
723,2021-09-19,361,271,1,18
724,2021-09-19,361,1237,1,18
725,2021-09-20,362,435,3,192
726,2021-09-20,362,3262,3,192
727,2021-09-20,362,968,1,192
728,2021-09-20,363,754,1,52
729,2021-09-20,363,386,1,52
730,2021-09-20,363,2435,3,52
731,2021-09-21,364,1654,2,25
732,2021-09-21,364,1167,2,25
733,2021-09-21,364,417,2,25
734,2021-09-21,365,3660,2,219
735,2021-09-21,365,486,2,219
736,2021-09-21,366,2928,2,284
737,2021-09-21,366,1162,2,284
738,2021-09-21,366,1214,2,284
739,2021-09-21,367,497,2,552
740,2021-09-21,367,1242,2,552
741,2021-09-21,367,1233,2,552
742,2021-09-22,368,446,3,243
743,2021-09-22,368,1289,3,243
744,2021-09-22,368,1298,3,243
745,2021-09-22,369,2458,3,231
746,2021-09-22,369,1126,3,231
747,2021-09-23,370,430,3,534
748,2021-09-23,370,589,2,534
749,2021-09-24,371,1571,1,327
750,2021-09-24,371,444,3,327
751,2021-09-24,371,528,1,327
752,2021-09-24,372,468,1,579
753,2021-09-24,372,2442,1,579
754,2021-09-24,372,192,1,579
755,2021-09-24,373,2933,3,588
756,2021-09-24,373,1069,3,588
757,2021-09-24,373,443,3,588
758,2021-09-25,374,387,1,457
759,2021-09-25,374,1677,1,457
760,2021-09-28,375,3220,3,360
761,2021-09-29,376,1097,2,209
762,2021-10-02,377,1316,2,278
763,2021-10-02,378,457,1,454
764,2021-10-02,378,1338,1,454
765,2021-10-02,378,1562,2,454
766,2021-10-02,379,1183,2,418
767,2021-10-02,379,1763,1,418
768,2021-10-02,380,445,2,515
769,2021-10-02,380,1164,2,515
770,2021-10-04,381,813,2,59
771,2021-10-04,382,773,2,95
772,2021-10-04,383,3502,2,285
773,2021-10-04,383,460,2,285
774,2021-10-04,384,1190,2,284
775,2021-10-05,385,1621,3,95
776,2021-10-05,385,2135,3,95
777,2021-10-06,386,2576,3,8
778,2021-10-06,386,548,3,8
779,2021-10-06,387,606,3,342
780,2021-10-08,388,1227,1,444
781,2021-10-08,388,563,3,444
782,2021-10-08,388,3116,1,444
783,2021-10-09,389,3201,2,281
784,2021-10-09,389,1767,2,281
785,2021-10-09,390,524,2,557
786,2021-10-09,390,255,2,557
787,2021-10-10,391,636,1,346
788,2021-10-10,391,3267,1,346
789,2021-10-11,392,1185,3,319
790,2021-10-11,392,1228,1,319
791,2021-10-11,392,613,3,319
792,2021-10-12,393,1624,3,322
793,2021-10-12,393,1780,3,322
794,2021-10-12,393,1343,3,322
795,2021-10-17,394,727,1,548
796,2021-10-17,394,1213,1,548
797,2021-10-17,394,570,1,548
798,2021-10-17,395,2934,1,276
799,2021-10-17,395,465,1,276
800,2021-10-17,396,3734,1,7
801,2021-10-17,396,398,1,7
802,2021-10-17,396,488,1,7
803,2021-10-17,397,1380,1,21
804,2021-10-17,397,1304,1,21
