,rental_id,inventory_id,rental_date,return_date,game_id,customer_id,staff_id,price,fine
13678,169,334,2021-01-18,2021-01-20,37,197,1,3.1,0.0
11998,170,294,2021-01-18,2021-01-29,7,298,1,12.17,4.87
2457,171,62,2021-01-18,2021-01-23,10,243,1,17.99,0.0
14880,172,361,2021-01-18,2021-01-31,22,41,1,14.6,8.76
7186,173,179,2021-01-18,2021-01-18,13,197,1,31.93,0.0
18118,174,442,2021-01-18,2021-01-23,7,472,1,12.17,0.0
7546,175,188,2021-01-18,2021-05-16,7,108,1,12.17,25.56
16134,176,393,2021-01-18,2021-01-22,7,270,1,12.17,0.0
8471,177,209,2021-01-18,2021-01-18,27,154,1,5.0,0.0
8337,178,206,2021-01-18,2021-01-21,32,147,1,7.71,0.0
254,179,7,2021-01-18,2021-01-20,27,62,1,5.0,0.0
2684,180,68,2021-01-18,2021-01-26,30,127,1,18.52,1.85
19493,181,475,2021-01-18,2021-01-19,27,556,1,5.0,0.0
17186,182,419,2021-01-18,2021-01-19,33,494,1,10.6,0.0
9944,183,244,2021-01-18,2021-01-21,33,154,1,10.6,0.0
8105,184,201,2021-01-18,2021-01-20,4,167,1,11.35,0.0
569,185,15,2021-01-18,2021-01-18,4,430,1,11.35,0.0
135,186,4,2021-01-18,2021-01-23,32,299,1,7.71,0.0
12427,187,304,2021-01-18,2021-01-21,33,87,1,10.6,0.0
20136,188,490,2021-01-18,2021-02-15,22,376,1,14.6,30.66
4974,189,125,2021-01-18,2021-01-22,21,473,1,43.33,0.0
16933,190,413,2021-01-18,2021-01-19,7,485,1,12.17,0.0
10705,191,262,2021-01-18,2021-01-18,4,299,1,11.35,0.0
2034,192,51,2021-01-18,2021-01-28,39,147,1,2.47,0.74
11163,193,273,2021-01-18,2021-01-29,22,15,1,14.6,5.84
356,194,10,2021-01-18,2021-01-20,13,114,1,31.93,0.0
11482,195,281,2021-01-18,2021-01-20,37,289,1,3.1,0.0
19272,196,470,2021-01-18,2021-01-25,13,299,1,31.93,0.0
9982,197,245,2021-01-18,2021-01-31,13,198,1,31.93,19.16
4101,198,104,2021-01-18,2021-01-24,44,103,1,5.33,0.0
19821,199,483,2021-01-18,2021-01-20,13,204,1,31.93,0.0
20436,200,497,2021-01-18,2021-01-18,4,3,1,11.35,0.0
16615,201,405,2021-01-18,2021-01-22,21,197,1,43.33,0.0
11443,202,280,2021-01-19,2021-01-22,29,203,1,19.27,0.0
9099,203,223,2021-01-19,2021-01-20,13,305,1,31.93,0.0
18828,204,459,2021-01-19,2021-01-26,36,114,1,12.35,0.0
18863,205,460,2021-01-19,2021-01-20,25,441,1,3.77,0.0
2730,206,69,2021-01-19,2021-01-23,16,599,1,6.67,0.0
17890,207,436,2021-01-19,2021-01-20,7,431,1,12.17,0.0
3009,208,77,2021-01-19,2021-01-19,22,301,1,14.6,0.0
20258,209,493,2021-01-19,2021-01-26,35,198,1,10.84,0.0
10998,210,269,2021-01-19,2021-01-20,39,62,1,2.47,0.0
8866,211,218,2021-01-19,2021-01-20,5,299,1,9.33,0.0
11576,212,283,2021-01-19,2021-01-21,22,203,1,14.6,0.0
4544,213,114,2021-01-19,2021-01-20,4,344,1,11.35,0.0
16002,214,389,2021-01-19,2021-01-23,10,127,1,17.99,0.0
6229,215,156,2021-01-19,2021-01-22,10,267,1,17.99,0.0
12352,216,302,2021-01-19,2021-01-29,19,431,1,13.33,4.0
524,217,14,2021-01-19,2021-02-17,4,441,1,11.35,24.97
1941,218,49,2021-01-19,2021-01-22,27,197,1,5.0,0.0
3949,219,100,2021-01-19,2021-02-01,22,154,1,14.6,8.76
18995,220,463,2021-01-19,2021-01-19,5,62,1,9.33,0.0
18007,221,439,2021-01-19,2021-01-24,32,3,1,7.71,0.0
20048,222,488,2021-01-19,2021-01-21,13,267,1,31.93,0.0
7256,223,181,2021-01-19,2021-02-01,39,3,1,2.47,1.48
6566,224,164,2021-01-19,2021-01-30,35,62,1,10.84,4.34
2218,225,56,2021-01-19,2021-01-24,4,485,1,11.35,0.0
6589,226,165,2021-01-19,2021-01-22,5,204,1,9.33,0.0
3096,227,79,2021-01-19,2021-01-19,42,479,1,8.0,0.0
10474,228,257,2021-01-19,2021-01-19,32,62,1,7.71,0.0
18666,229,455,2021-01-19,2021-01-19,43,243,1,3.78,0.0
12800,230,313,2021-01-19,2021-01-27,36,430,1,12.35,1.24
3524,231,90,2021-01-19,2021-01-23,22,359,1,14.6,0.0
18712,232,456,2021-01-19,2021-02-09,22,430,1,14.6,20.44
10524,233,258,2021-01-19,2021-01-19,33,301,1,10.6,0.0
5416,234,136,2021-01-19,2021-01-25,7,571,1,12.17,0.0
13819,235,337,2021-01-19,2021-01-24,3,204,1,10.58,0.0
15190,236,368,2021-01-19,2021-01-19,29,62,1,19.27,0.0
6011,237,150,2021-01-19,2021-01-23,29,143,1,19.27,0.0
7106,238,177,2021-01-19,2021-01-28,36,441,1,12.35,2.47
5204,239,131,2021-01-19,2021-01-20,22,441,1,14.6,0.0
1719,240,43,2021-01-20,2021-01-21,33,298,1,10.6,0.0
11976,241,293,2021-01-20,2021-01-21,32,127,1,7.71,0.0
11657,242,285,2021-01-20,2021-01-30,13,143,2,31.93,9.58
667,243,18,2021-01-20,2021-01-21,1,479,2,10.97,0.0
13238,244,324,2021-01-20,2021-01-26,21,430,2,43.33,0.0
12754,245,312,2021-01-20,2021-01-20,32,305,2,7.71,0.0
8301,246,205,2021-01-20,2021-01-21,28,62,1,8.67,0.0
8557,247,211,2021-01-20,2021-01-20,27,431,1,5.0,0.0
2542,248,64,2021-01-20,2021-01-24,33,494,1,10.6,0.0
12218,249,299,2021-01-20,2021-01-27,13,571,1,31.93,0.0
17628,250,430,2021-01-20,2021-01-30,22,127,1,14.6,4.38
1681,251,42,2021-01-20,2021-01-25,26,103,1,23.33,0.0
17015,252,415,2021-01-20,2021-02-09,22,359,1,14.6,18.98
17306,253,422,2021-01-20,2022-08-23,38,556,1,15.99,0.0
16820,254,410,2021-01-20,2021-02-18,24,299,1,12.58,27.68
9500,255,233,2021-01-20,2021-01-31,5,479,1,9.33,3.73
12872,256,315,2021-01-20,2021-01-30,7,108,1,12.17,3.65
17367,257,424,2021-01-20,2021-02-01,31,15,2,8.0,4.0
9322,258,229,2021-01-20,2021-01-22,13,376,2,31.93,0.0
17415,259,425,2021-01-20,2021-01-20,27,479,2,5.0,0.0
16332,260,398,2021-01-20,2021-01-31,13,167,2,31.93,12.77
17055,261,416,2021-01-20,2021-01-24,38,87,1,15.99,0.0
20478,262,498,2021-01-20,2021-01-25,34,479,1,1.87,0.0
15007,263,364,2021-01-20,2021-01-24,32,431,2,7.71,0.0
2791,264,71,2021-01-20,2021-01-20,32,41,1,7.71,0.0
14255,265,347,2021-01-20,2021-01-20,35,154,2,10.84,0.0
3617,266,92,2021-01-20,2021-01-23,1,267,2,10.97,0.0
14656,267,356,2021-01-20,2021-01-29,2,472,1,4.33,0.87
1567,268,39,2021-01-20,2021-01-20,22,305,2,14.6,0.0
7454,269,186,2021-01-20,2021-01-27,44,143,1,5.33,0.0
2933,270,75,2021-01-20,2021-01-23,32,147,2,7.71,0.0
13404,271,328,2021-01-20,2021-01-23,32,103,2,7.71,0.0
5332,272,134,2021-01-20,2021-01-22,29,127,1,19.27,0.0
4792,273,120,2021-01-20,2021-01-31,4,87,1,11.35,4.54
5039,274,127,2021-01-20,2021-01-20,22,270,1,14.6,0.0
4746,275,119,2021-01-20,2021-01-25,13,41,2,31.93,0.0
1222,276,31,2021-01-20,2021-01-20,39,35,1,2.47,0.0
19539,277,476,2021-01-20,2021-01-21,28,305,2,8.67,0.0
19668,278,479,2021-01-20,2021-01-31,41,41,1,1.92,0.77
4495,279,113,2021-01-20,2021-01-20,29,382,1,19.27,0.0
15902,280,387,2021-01-20,2021-01-31,37,179,1,3.1,1.24
13768,281,336,2021-01-20,2021-01-22,1,298,1,10.97,0.0
17845,282,435,2021-01-20,2021-01-26,42,243,1,8.0,0.0
3401,283,87,2021-01-20,2021-01-23,39,299,2,2.47,0.0
7740,284,193,2021-01-20,2021-01-30,35,108,2,10.84,3.25
7840,285,195,2021-01-20,2021-02-01,22,278,2,14.6,7.3
3193,286,82,2021-01-21,2021-01-23,32,114,2,7.71,0.0
6271,287,157,2021-01-21,2021-01-22,39,270,2,2.47,0.0
5205,288,131,2021-01-21,2021-01-27,22,493,2,14.6,0.0
20003,289,487,2021-01-21,2021-01-21,6,301,1,7.95,0.0
15952,290,388,2021-01-21,2021-01-28,32,203,1,7.71,0.0
14832,291,360,2021-01-21,2021-01-25,32,485,1,7.71,0.0
9364,292,230,2021-01-21,2021-01-25,47,3,1,1.11,0.0
10826,293,265,2021-01-21,2021-01-31,42,441,2,8.0,2.4
5666,294,142,2021-01-21,2021-01-28,29,167,2,19.27,0.0
9402,295,231,2021-01-21,2021-02-03,13,493,1,31.93,19.16
14793,296,359,2021-01-21,2021-01-28,7,15,2,12.17,0.0
314,297,9,2021-01-21,2021-01-26,30,376,2,18.52,0.0
14125,298,344,2021-01-21,2021-01-22,22,430,1,14.6,0.0
6675,299,167,2021-01-21,2021-04-19,35,571,1,10.84,23.85
9608,300,236,2021-01-21,2021-02-03,44,198,2,5.33,3.2
9809,301,241,2021-01-21,2021-04-15,40,299,2,6.87,12.37
219,302,6,2021-01-21,2021-01-21,29,103,2,19.27,0.0
15818,303,385,2021-01-21,2021-01-28,32,52,1,7.71,0.0
2495,304,63,2021-01-21,2021-01-27,13,62,1,31.93,0.0
920,305,24,2021-01-21,2021-01-30,22,114,1,14.6,2.92
1799,306,45,2021-01-21,2021-01-22,13,441,2,31.93,0.0
11780,307,288,2021-01-21,2021-01-26,32,154,1,7.71,0.0
1382,308,35,2021-01-21,2021-01-22,35,35,1,10.84,0.0
16113,309,392,2021-01-21,2021-01-29,22,571,2,14.6,1.46
19235,310,469,2021-01-21,2021-01-21,19,62,2,13.33,0.0
18951,311,462,2021-01-21,2021-01-21,13,197,2,31.93,0.0
17578,312,429,2021-01-21,2021-01-21,32,62,1,7.71,0.0
1868,313,47,2021-01-21,2021-03-18,35,430,2,10.84,19.51
4837,314,121,2021-01-21,2021-01-28,4,62,1,11.35,0.0
10943,315,268,2021-01-21,2021-01-21,13,204,2,31.93,0.0
4904,316,123,2021-01-21,2021-05-13,27,473,1,5.0,7.5
16366,317,399,2021-01-21,2021-01-23,39,378,1,2.47,0.0
11038,318,270,2021-01-21,2021-01-21,37,441,2,3.1,0.0
2902,319,74,2021-01-21,2021-01-26,11,298,2,3.99,0.0
17148,320,418,2021-01-22,2021-01-30,3,143,1,10.58,1.06
19192,321,468,2021-01-22,2021-03-12,13,571,1,31.93,35.12
1301,322,33,2021-01-22,2021-01-25,6,167,2,7.95,0.0
5895,323,147,2021-01-22,2021-01-25,38,378,2,15.99,0.0
15380,324,373,2021-01-22,2021-01-22,35,479,2,10.84,0.0
4451,325,112,2021-01-22,2021-01-27,1,197,1,10.97,0.0
19917,326,485,2021-01-22,2021-01-22,27,203,1,5.0,0.0
4594,327,115,2021-01-22,2021-03-03,7,127,1,12.17,2.43
15734,328,383,2021-01-22,2021-01-24,22,299,2,14.6,0.0
10897,329,267,2021-01-22,2021-02-01,46,494,2,1.71,0.51
15594,330,379,2021-01-22,2021-01-22,18,15,2,4.17,0.0
11210,331,274,2021-01-22,2021-02-03,35,179,1,10.84,5.42
10659,332,261,2021-01-22,2021-01-28,22,299,2,14.6,0.0
18910,333,461,2021-01-22,2021-01-22,13,203,1,31.93,0.0
5707,334,143,2021-01-22,2021-01-22,32,359,1,7.71,0.0
2333,335,59,2021-01-22,2021-05-12,10,344,1,17.99,23.39
8435,336,208,2021-01-22,2021-01-23,35,87,2,10.84,0.0
7019,337,175,2021-01-22,2021-01-26,19,182,1,13.33,0.0
9227,338,226,2021-01-22,2021-01-22,34,270,1,1.87,0.0
19627,339,478,2021-01-22,2021-01-29,22,270,2,14.6,0.0
8520,340,210,2021-01-22,2021-01-23,37,203,2,3.1,0.0
15421,341,374,2021-01-22,2021-02-01,22,556,1,14.6,4.38
13157,342,322,2021-01-22,2021-03-21,38,103,1,15.99,31.98
6939,343,173,2021-01-22,2021-01-25,35,462,1,10.84,0.0
13111,344,321,2021-01-22,2021-02-02,13,62,1,31.93,12.77
7320,345,183,2021-01-22,2021-01-23,39,430,2,2.47,0.0
16198,346,395,2021-01-22,2021-01-30,5,381,2,9.33,0.93
6136,347,153,2021-01-22,2021-01-26,24,494,1,12.58,0.0
8206,348,203,2021-01-22,2021-01-28,22,154,1,14.6,0.0
16051,349,390,2021-01-22,2021-01-28,13,204,2,31.93,0.0
18070,350,441,2021-01-23,2021-01-29,35,167,2,10.84,0.0
14387,351,350,2021-01-23,2021-02-02,4,154,2,11.35,3.4
18504,352,451,2021-01-23,2021-01-26,19,41,1,13.33,0.0
810,353,21,2021-01-23,2021-01-26,38,154,1,15.99,0.0
11245,354,275,2021-01-23,2021-02-04,22,441,2,14.6,7.3
13475,355,330,2021-01-23,2021-03-13,10,108,1,17.99,19.79
18168,356,443,2021-01-23,2021-02-01,33,339,2,10.6,2.12
4663,357,117,2021-01-23,2021-01-28,40,479,2,6.87,0.0
2782,358,70,2021-01-23,2021-02-26,13,289,2,31.93,0.0
16690,359,407,2021-01-23,2021-02-03,31,154,1,8.0,3.2
16451,360,401,2021-01-23,2021-01-27,48,87,2,12.0,0.0
20087,361,489,2021-01-23,2021-01-29,10,41,2,17.99,0.0
1833,362,46,2021-01-23,2021-02-05,32,154,2,7.71,4.63
4064,363,103,2021-01-23,2021-01-23,29,305,2,19.27,0.0
14515,364,353,2021-01-23,2021-01-23,27,494,1,5.0,0.0
20570,365,500,2021-01-23,2021-01-24,37,264,2,3.1,0.0
19139,366,466,2021-01-23,2021-01-26,9,305,1,27.33,0.0
1995,367,50,2021-01-23,2021-02-01,24,556,1,12.58,2.52
20519,368,499,2021-01-23,2021-01-23,17,154,1,2.66,0.0
15093,369,366,2021-01-23,2021-01-23,13,339,1,31.93,0.0
16981,370,414,2021-01-23,2021-01-26,36,267,2,12.35,0.0
3361,371,86,2021-01-23,2021-01-23,42,35,1,8.0,0.0
14745,372,358,2021-01-23,2021-01-27,27,298,1,5.0,0.0
5459,373,137,2021-01-23,2021-01-25,27,517,1,5.0,0.0
12610,374,308,2021-01-23,2021-02-05,29,203,2,19.27,11.56
14040,375,342,2021-01-23,2021-02-04,1,143,1,10.97,5.48
10190,376,250,2021-01-23,2021-01-26,4,431,2,11.35,0.0
18206,377,444,2021-01-23,2021-02-02,13,114,2,31.93,9.58
9684,378,238,2021-01-23,2021-01-23,13,52,2,31.93,0.0
5254,379,132,2021-01-23,2021-01-26,13,286,1,31.93,0.0
5934,380,148,2021-01-23,2021-01-28,7,286,2,12.17,0.0
10062,381,247,2021-01-23,2021-01-30,13,359,2,31.93,0.0
6981,382,174,2021-01-23,2021-02-01,22,203,2,14.6,2.92
11740,383,287,2021-01-24,2021-01-26,39,198,1,2.47,0.0
17103,384,417,2021-01-24,2021-02-03,33,344,1,10.6,3.18
19790,385,482,2021-01-24,2021-01-24,22,301,1,14.6,0.0
2281,386,58,2021-01-24,2021-01-28,10,267,1,17.99,0.0
16641,387,406,2021-01-24,2021-02-03,19,485,1,13.33,4.0
11614,388,284,2021-01-24,2021-01-24,13,127,1,31.93,0.0
8030,389,199,2021-01-24,2021-01-26,39,305,1,2.47,0.0
20177,390,491,2021-01-24,2021-02-03,13,204,1,31.93,9.58
860,391,22,2021-01-24,2021-01-31,13,359,1,31.93,0.0
1479,392,37,2021-01-24,2021-01-29,36,87,1,12.35,0.0
17724,393,432,2021-01-24,2021-01-24,7,267,1,12.17,0.0
5123,394,129,2021-01-24,2021-01-31,39,204,1,2.47,0.0
8613,395,212,2021-01-24,2021-01-30,13,485,1,31.93,0.0
5632,396,141,2021-01-24,2021-01-28,42,278,1,8.0,0.0
18796,397,458,2021-01-24,2021-01-27,36,204,1,12.35,0.0
3122,398,80,2021-01-24,2021-01-31,32,556,1,7.71,0.0
