,rental_id,inventory_id,rental_date,return_date,game_id,customer_id,staff_id,price,fine
13892,86,337,2021-01-15,2021-01-24,7,499,1,12.17,2.43
11757,87,285,2021-01-15,2021-02-05,33,584,1,10.6,14.84
20042,88,486,2021-01-15,2021-02-28,36,588,1,12.35,7.41
13543,89,329,2021-01-15,2021-01-15,1,122,1,10.97,0.0
2116,90,51,2021-01-15,2021-01-24,4,241,1,11.35,2.27
20258,91,492,2021-01-15,2021-01-25,26,68,1,23.33,7.0
14166,92,344,2021-01-15,2021-01-23,13,521,1,31.93,3.19
2482,93,61,2021-01-15,2021-01-20,13,588,1,31.93,0.0
12601,94,307,2021-01-15,2021-01-20,32,322,1,7.71,0.0
2520,95,62,2021-01-15,2021-01-20,40,352,1,6.87,0.0
19499,96,474,2021-01-15,2021-01-24,6,233,1,7.95,1.59
2611,97,64,2021-01-15,2021-01-22,13,476,1,31.93,0.0
19459,98,473,2021-01-15,2021-01-20,25,533,1,3.77,0.0
12685,99,309,2021-01-15,2021-02-08,40,170,1,6.87,11.68
10798,100,262,2021-01-15,2021-01-16,13,42,1,31.93,0.0
11870,101,288,2021-01-15,2021-01-16,42,42,1,8.0,0.0
14923,102,363,2021-01-15,2021-01-18,37,97,1,3.1,0.0
10147,103,246,2021-01-15,2021-01-19,36,25,1,12.35,0.0
18667,104,453,2021-01-16,2021-01-21,1,498,1,10.97,0.0
10051,105,244,2021-01-16,2021-01-29,4,309,1,11.35,6.81
20300,106,493,2021-01-16,2021-01-17,1,190,1,10.97,0.0
11569,107,281,2021-01-16,2021-01-17,43,491,1,3.78,0.0
8626,108,210,2021-01-16,2021-01-19,4,233,1,11.35,0.0
1528,109,37,2021-01-16,2021-01-18,25,514,1,3.77,0.0
566,110,15,2021-01-16,2021-01-19,22,190,1,14.6,0.0
15111,111,367,2021-01-16,2021-01-16,28,97,1,8.67,0.0
19761,112,480,2021-01-16,2021-01-16,48,510,1,12.0,0.0
15070,113,366,2021-01-16,2021-01-29,27,57,1,5.0,3.0
20059,114,487,2021-01-16,2021-01-18,22,499,1,14.6,0.0
6301,115,154,2021-01-16,2021-01-19,10,33,1,17.99,0.0
6140,116,150,2021-01-16,2021-01-23,40,588,1,6.87,0.0
19900,117,483,2021-01-16,2021-01-21,41,10,1,1.92,0.0
8307,118,203,2021-01-16,2021-01-19,22,348,1,14.6,0.0
5365,119,132,2021-01-16,2021-01-18,4,588,1,11.35,0.0
11965,120,290,2021-01-16,2021-01-28,50,322,1,8.88,4.44
9924,121,241,2021-01-16,2021-01-23,47,521,1,1.11,0.0
12379,122,301,2021-01-16,2021-01-16,5,46,1,9.33,0.0
14429,123,350,2021-01-16,2021-03-09,3,241,1,10.58,14.81
12860,124,313,2021-01-16,2021-01-16,22,514,1,14.6,0.0
14660,125,356,2021-01-16,2021-01-18,42,175,1,8.0,0.0
19220,126,467,2021-01-16,2021-01-18,45,319,1,7.86,0.0
9488,127,231,2021-01-16,2021-01-26,13,307,1,31.93,9.58
20520,128,499,2021-01-16,2021-01-29,32,75,1,7.71,4.63
20493,129,498,2021-01-16,2021-01-29,19,178,1,13.33,8.0
2780,130,68,2021-01-16,2021-01-16,24,533,1,12.58,0.0
11064,131,268,2021-01-16,2021-01-22,1,68,1,10.97,0.0
9725,132,236,2021-01-16,2021-01-19,29,236,1,19.27,0.0
10690,133,259,2021-01-16,2021-01-17,13,190,1,31.93,0.0
15708,134,381,2021-01-16,2021-01-24,38,583,1,15.99,1.6
7916,135,193,2021-01-16,2021-01-23,36,236,1,12.35,0.0
12812,136,312,2021-01-16,2021-02-09,4,307,1,11.35,19.3
14855,137,361,2021-01-16,2021-02-19,10,208,1,17.99,0.0
14889,138,362,2021-01-16,2021-01-21,29,57,1,19.27,0.0
4469,139,111,2021-01-16,2021-02-12,22,348,1,14.6,29.2
7059,140,172,2021-01-16,2021-01-23,13,75,1,31.93,0.0
2659,141,65,2021-01-16,2021-01-27,5,170,1,9.33,3.73
6707,142,164,2021-01-17,2021-01-20,39,423,1,2.47,0.0
17030,143,413,2021-01-17,2021-02-14,7,584,1,12.17,25.56
17433,144,422,2021-01-17,2021-01-24,42,531,1,8.0,0.0
16444,145,399,2021-01-17,2021-01-17,6,423,1,7.95,0.0
10314,146,250,2021-01-17,2021-01-17,38,490,1,15.99,0.0
10013,147,243,2021-01-17,2021-01-20,13,122,1,31.93,0.0
9806,148,238,2021-01-17,2021-01-19,27,352,1,5.0,0.0
10614,149,257,2021-01-17,2021-01-18,6,307,1,7.95,0.0
10754,150,261,2021-01-17,2021-01-21,39,491,1,2.47,0.0
517,151,14,2021-01-17,2021-02-07,35,533,1,10.84,15.18
15515,152,376,2021-01-17,2021-01-22,4,319,1,11.35,0.0
11024,153,267,2021-01-17,2021-01-22,13,241,1,31.93,0.0
7832,154,191,2021-01-17,2021-01-24,13,236,1,31.93,0.0
613,155,16,2021-01-17,2021-01-24,36,344,1,12.35,0.0
15862,156,385,2021-01-17,2021-01-21,27,584,1,5.0,0.0
14377,157,349,2021-01-17,2021-01-17,1,352,1,10.97,0.0
16059,158,390,2021-01-17,2021-01-17,31,510,1,8.0,0.0
14069,159,341,2021-01-17,2021-01-22,6,42,1,7.95,0.0
8496,160,207,2021-01-17,2021-01-20,48,499,1,12.0,0.0
11615,161,282,2021-01-17,2021-01-17,22,352,1,14.6,0.0
11666,162,283,2021-01-17,2021-01-29,27,241,1,5.0,2.5
353,163,10,2021-01-17,2021-01-20,4,392,1,11.35,0.0
14469,164,351,2021-01-17,2021-01-23,27,521,1,5.0,0.0
0,165,1,2021-01-17,2021-01-28,27,521,1,5.0,2.0
12946,166,315,2021-01-17,2021-01-21,42,583,1,8.0,0.0
3582,167,88,2021-01-17,2021-01-17,10,42,1,17.99,0.0
3276,168,80,2021-01-17,2021-01-20,22,499,1,14.6,0.0
18960,169,460,2021-01-17,2021-01-22,32,307,1,7.71,0.0
3032,170,74,2021-01-17,2021-01-22,13,583,1,31.93,0.0
19191,171,466,2021-01-17,2021-01-21,42,319,1,8.0,0.0
3821,172,94,2021-01-17,2021-01-22,29,122,1,19.27,0.0
963,173,24,2021-01-17,2021-02-14,7,534,1,12.17,25.56
4813,174,119,2021-01-17,2021-01-17,1,475,1,10.97,0.0
2317,175,56,2021-01-17,2021-01-28,27,583,1,5.0,2.0
2277,176,55,2021-01-17,2021-01-17,29,25,1,19.27,0.0
1615,177,39,2021-01-17,2021-01-19,44,491,1,5.33,0.0
5999,178,147,2021-01-17,2021-01-21,10,68,1,17.99,0.0
2076,179,50,2021-01-17,2021-01-27,14,514,1,11.27,3.38
20532,180,500,2021-01-17,2021-02-28,23,209,1,1.7,0.68
5000,181,123,2021-01-18,2021-01-18,4,209,1,11.35,0.0
16843,182,408,2021-01-18,2021-01-22,36,348,1,12.35,0.0
8239,183,201,2021-01-18,2021-01-29,35,381,1,10.84,4.34
2884,184,70,2021-01-18,2021-03-14,29,208,1,19.27,32.76
13492,185,328,2021-01-18,2021-01-24,32,307,1,7.71,0.0
2883,186,70,2021-01-18,2021-01-18,29,475,1,19.27,0.0
3997,187,99,2021-01-18,2021-01-21,7,510,1,12.17,0.0
14128,188,343,2021-01-18,2021-01-20,19,344,1,13.33,0.0
2346,189,57,2021-01-18,2021-01-19,37,531,1,3.1,0.0
1694,190,41,2021-01-18,2021-01-18,13,25,1,31.93,0.0
8750,191,213,2021-01-18,2021-01-21,22,42,1,14.6,0.0
18504,192,449,2021-01-18,2021-01-20,39,309,1,2.47,0.0
2441,193,60,2021-01-18,2021-01-27,13,498,1,31.93,6.39
469,194,13,2021-01-18,2021-01-18,4,514,1,11.35,0.0
8023,195,196,2021-01-18,2021-01-18,10,178,1,17.99,0.0
11187,196,271,2021-01-18,2021-01-22,26,344,1,23.33,0.0
2965,197,72,2021-01-18,2021-01-23,39,344,1,2.47,0.0
7955,198,194,2021-01-18,2021-01-18,46,544,1,1.71,0.0
16874,199,409,2021-01-18,2021-01-22,36,68,1,12.35,0.0
18791,200,456,2021-01-18,2021-01-20,36,537,1,12.35,0.0
3238,201,79,2021-01-18,2021-01-21,26,208,1,23.33,0.0
6257,202,153,2021-01-18,2021-02-06,1,531,1,10.97,13.16
8355,203,204,2021-01-18,2021-01-25,26,533,1,23.33,0.0
10500,204,254,2021-01-18,2021-01-24,26,68,1,23.33,0.0
6968,205,170,2021-01-18,2021-04-30,42,534,1,8.0,4.0
17064,206,414,2021-01-18,2021-01-22,22,423,1,14.6,0.0
17378,207,421,2021-01-18,2021-01-18,32,491,1,7.71,0.0
3123,208,76,2021-01-18,2021-01-18,39,309,1,2.47,0.0
659,209,17,2021-01-18,2021-01-27,46,175,1,1.71,0.34
17982,210,435,2021-01-18,2021-03-02,4,499,1,11.35,5.68
15191,211,369,2021-01-18,2021-03-10,44,381,1,5.33,6.93
13404,212,326,2021-01-18,2021-01-21,39,534,1,2.47,0.0
9852,213,239,2021-01-18,2021-01-29,24,10,1,12.58,5.03
17485,214,423,2021-01-18,2021-01-26,35,177,1,10.84,1.08
5871,215,144,2021-01-18,2021-01-28,27,122,1,5.0,1.5
13814,216,335,2021-01-18,2021-01-27,39,514,1,2.47,0.49
174,217,5,2021-01-19,2021-02-07,46,241,1,1.71,2.05
16108,218,391,2021-01-19,2021-01-23,13,97,1,31.93,0.0
15985,219,388,2021-01-19,2021-01-31,24,324,1,12.58,6.29
14201,220,345,2021-01-19,2021-05-13,42,348,1,8.0,13.6
15827,221,384,2021-01-19,2021-03-07,13,584,1,31.93,28.74
2836,222,69,2021-01-19,2021-01-26,46,10,1,1.71,0.0
15751,223,382,2021-01-19,2021-02-01,46,175,1,1.71,1.03
4425,224,110,2021-01-19,2021-01-23,10,209,1,17.99,0.0
4353,225,108,2021-01-19,2021-01-19,13,510,1,31.93,0.0
9160,226,223,2021-01-19,2021-01-19,50,510,1,8.88,0.0
9201,227,224,2021-01-19,2021-01-26,32,514,1,7.71,0.0
19385,228,471,2021-01-19,2021-01-24,32,534,1,7.71,0.0
6341,229,155,2021-01-19,2021-01-23,20,42,1,7.53,0.0
17578,230,425,2021-01-19,2021-02-27,35,352,1,10.84,1.08
15151,231,368,2021-01-19,2021-01-29,13,75,1,31.93,9.58
18833,232,457,2021-01-19,2021-01-20,13,309,1,31.93,0.0
18867,233,458,2021-01-19,2021-01-22,32,392,1,7.71,0.0
3377,234,83,2021-01-19,2021-01-21,32,521,1,7.71,0.0
9021,235,219,2021-01-19,2021-01-19,22,475,1,14.6,0.0
8587,236,209,2021-01-19,2021-01-29,14,521,1,11.27,3.38
1048,237,26,2021-01-19,2021-01-20,6,475,1,7.95,0.0
7225,238,176,2021-01-19,2021-01-29,39,309,1,2.47,0.74
1437,239,35,2021-01-19,2021-01-21,14,209,1,11.27,0.0
5589,240,137,2021-01-19,2021-01-26,32,533,1,7.71,0.0
12439,241,303,2021-01-19,2021-03-20,7,307,1,12.17,0.0
1951,242,47,2021-01-19,2021-01-26,4,75,1,11.35,0.0
7270,243,177,2021-01-19,2021-01-27,39,391,1,2.47,0.25
12009,244,291,2021-01-19,2021-02-16,4,175,1,11.35,23.84
1786,245,43,2021-01-19,2021-02-09,13,33,1,31.93,44.7
13204,246,321,2021-01-19,2021-01-29,24,307,1,12.58,3.77
1824,247,44,2021-01-19,2021-01-31,39,533,1,2.47,1.24
16350,248,397,2021-01-19,2021-01-26,26,57,1,23.33,0.0
6749,249,165,2021-01-19,2021-01-22,27,510,1,5.0,0.0
5653,250,139,2021-01-19,2021-01-19,38,236,1,15.99,0.0
12910,251,314,2021-01-19,2021-01-30,4,233,1,11.35,4.54
10194,252,247,2021-01-19,2021-01-21,4,190,1,11.35,0.0
12184,253,296,2021-01-19,2021-01-23,19,491,1,13.33,0.0
20340,254,494,2021-01-19,2021-01-20,39,97,1,2.47,0.0
13719,255,333,2021-01-19,2021-01-22,36,33,1,12.35,0.0
11506,256,279,2021-01-20,2021-01-20,3,423,1,10.58,0.0
9625,257,234,2021-01-20,2021-01-27,32,33,1,7.71,0.0
19259,258,468,2021-01-20,2021-01-28,13,190,1,31.93,3.19
7306,259,178,2021-01-20,2021-01-21,26,531,1,23.33,0.0
7182,260,175,2021-01-20,2021-01-24,7,534,1,12.17,0.0
20180,261,490,2021-01-20,2021-01-25,12,33,1,11.33,0.0
7537,262,184,2021-01-20,2021-01-28,1,521,1,10.97,1.1
12407,263,302,2021-01-20,2021-01-26,35,584,1,10.84,0.0
12469,264,304,2021-01-20,2021-01-20,26,392,1,23.33,0.0
10577,265,256,2021-01-20,2021-01-20,22,57,1,14.6,0.0
12521,266,305,2021-01-20,2021-01-25,32,537,1,7.71,0.0
12565,267,306,2021-01-20,2021-01-20,5,75,1,9.33,0.0
17209,268,417,2021-01-20,2021-01-22,31,241,1,8.0,0.0
14969,269,364,2021-01-20,2021-01-20,13,348,1,31.93,0.0
425,270,12,2021-01-20,2021-01-31,13,498,1,31.93,12.77
18766,271,455,2021-01-20,2021-01-30,3,236,1,10.58,3.17
4042,272,100,2021-01-20,2021-04-07,46,381,1,1.71,1.88
4075,273,101,2021-01-20,2021-01-21,4,236,1,11.35,0.0
5735,274,141,2021-01-20,2021-01-23,6,190,1,7.95,0.0
8886,275,216,2021-01-20,2021-01-21,29,170,1,19.27,0.0
4908,276,121,2021-01-20,2021-01-25,27,33,1,5.0,0.0
7582,277,185,2021-01-20,2021-01-23,9,25,1,27.33,0.0
1909,278,46,2021-01-20,2021-01-28,22,309,1,14.6,1.46
8935,279,217,2021-01-20,2021-01-25,13,476,1,31.93,0.0
2387,280,58,2021-01-20,2021-03-17,10,97,1,17.99,32.38
18392,281,446,2021-01-20,2021-01-27,19,209,1,13.33,0.0
8065,282,197,2021-01-20,2021-01-25,22,177,1,14.6,0.0
8800,283,214,2021-01-20,2021-01-20,13,175,1,31.93,0.0
17337,284,420,2021-01-20,2021-01-21,4,537,1,11.35,0.0
16265,285,395,2021-01-20,2021-01-31,6,491,1,7.95,3.18
19436,286,472,2021-01-20,2021-01-27,44,555,1,5.33,0.0
7658,287,187,2021-01-20,2021-02-18,29,514,1,19.27,42.39
1396,288,34,2021-01-20,2021-01-30,10,75,1,17.99,5.4
6559,289,161,2021-01-20,2021-02-09,33,544,1,10.6,13.78
14027,290,340,2021-01-20,2021-02-18,50,42,1,8.88,19.54
13590,291,330,2021-01-20,2021-02-02,33,322,1,10.6,6.36
19858,292,482,2021-01-21,2021-01-25,13,177,1,31.93,0.0
19802,293,481,2021-01-21,2021-03-05,40,231,2,6.87,3.44
19537,294,475,2021-01-21,2021-01-28,10,122,2,17.99,0.0
14735,295,358,2021-01-21,2021-01-23,44,175,1,5.33,0.0
2419,296,59,2021-01-21,2021-01-26,22,46,1,14.6,0.0
11143,297,270,2021-01-21,2021-01-25,39,236,1,2.47,0.0
19155,298,465,2021-01-21,2021-02-28,20,344,1,7.53,0.0
13544,299,329,2021-01-21,2021-01-23,1,531,1,10.97,0.0
12765,300,311,2021-01-21,2021-01-21,19,30,2,13.33,0.0
2739,301,67,2021-01-21,2021-01-25,29,25,2,19.27,0.0
13031,302,317,2021-01-21,2021-01-24,24,309,2,12.58,0.0
10458,303,253,2021-01-21,2021-02-12,32,209,2,7.71,11.56
6180,304,151,2021-01-21,2021-02-20,40,499,1,6.87,15.8
7381,305,180,2021-01-21,2021-02-02,36,475,1,12.35,6.18
9243,306,225,2021-01-21,2021-01-27,8,97,2,11.99,0.0
7973,307,195,2021-01-21,2021-02-05,44,544,2,5.33,4.26
6651,308,163,2021-01-21,2021-01-21,40,344,2,6.87,0.0
18545,309,450,2021-01-21,2021-01-21,10,476,1,17.99,0.0
6043,310,148,2021-01-21,2021-03-13,22,475,2,14.6,18.98
6093,311,149,2021-01-21,2021-01-21,27,97,1,5.0,0.0
15802,312,383,2021-01-21,2021-01-21,2,309,2,4.33,0.0
15382,313,373,2021-01-21,2021-02-02,22,33,1,14.6,7.3
18718,314,454,2021-01-21,2021-02-03,36,381,2,12.35,7.41
15671,315,380,2021-01-21,2021-01-31,16,584,1,6.67,2.0
7500,316,183,2021-01-21,2021-01-25,40,236,1,6.87,0.0
17528,317,424,2021-01-21,2021-01-26,4,352,2,11.35,0.0
16308,318,396,2021-01-21,2021-01-28,29,498,1,19.27,0.0
9966,319,242,2021-01-21,2021-02-01,13,514,1,31.93,12.77
16904,320,410,2021-01-21,2021-02-01,40,534,2,6.87,2.75
3378,321,83,2021-01-21,2021-01-23,32,42,2,7.71,0.0
16938,322,411,2021-01-21,2021-01-21,13,423,2,31.93,0.0
5902,323,145,2021-01-22,2021-01-29,44,190,1,5.33,0.0
138,324,4,2021-01-22,2021-01-24,19,499,1,13.33,0.0
13984,325,339,2021-01-22,2021-02-03,19,521,1,13.33,6.66
13853,326,336,2021-01-22,2021-01-22,36,21,1,12.35,0.0
2208,327,53,2021-01-22,2021-02-28,17,490,1,2.66,0.0
13935,328,338,2021-01-22,2021-01-24,43,25,1,3.78,0.0
19901,329,483,2021-01-22,2021-01-27,41,46,1,1.92,0.0
12062,330,293,2021-01-22,2021-01-25,7,476,1,12.17,0.0
16985,331,412,2021-01-22,2021-01-26,29,475,1,19.27,0.0
16939,332,411,2021-01-22,2021-01-25,13,588,1,31.93,0.0
13666,333,332,2021-01-22,2021-01-25,9,236,1,27.33,0.0
13629,334,331,2021-01-22,2021-02-03,42,583,1,8.0,4.0
7103,335,173,2021-01-22,2021-02-17,10,364,1,17.99,34.18
16594,336,402,2021-01-22,2021-01-26,37,33,1,3.1,0.0
12228,337,297,2021-01-22,2021-03-02,38,190,1,15.99,1.6
379,338,11,2021-01-22,2021-01-25,1,42,1,10.97,0.0
1568,339,38,2021-01-22,2021-01-26,26,68,1,23.33,0.0
217,340,6,2021-01-22,2021-02-08,4,170,1,11.35,11.35
8673,341,211,2021-01-22,2021-02-24,3,521,1,10.58,0.0
18169,342,440,2021-01-22,2021-01-25,22,46,1,14.6,0.0
16060,343,390,2021-01-22,2021-01-24,31,241,1,8.0,0.0
3124,344,76,2021-01-22,2021-01-22,39,364,1,2.47,0.0
3426,345,84,2021-01-22,2021-01-24,42,190,1,8.0,0.0
100,346,3,2021-01-22,2021-01-26,48,498,1,12.0,0.0
9674,347,235,2021-01-22,2021-01-22,39,544,1,2.47,0.0
14609,348,355,2021-01-22,2021-01-26,7,583,1,12.17,0.0
9400,349,229,2021-01-22,2021-01-29,48,68,1,12.0,0.0
10981,350,266,2021-01-22,2021-01-28,24,555,1,12.58,0.0
11391,351,276,2021-01-22,2021-01-22,5,175,1,9.33,0.0
53,352,2,2021-01-22,2021-01-22,26,491,1,23.33,0.0
4272,353,106,2021-01-22,2021-02-03,13,392,1,31.93,15.96
8973,354,218,2021-01-22,2021-01-22,13,10,1,31.93,0.0
879,355,22,2021-01-22,2021-01-27,32,521,1,7.71,0.0
13357,356,325,2021-01-22,2021-02-01,1,309,1,10.97,3.29
17643,357,427,2021-01-22,2021-02-19,13,175,1,31.93,67.05
18295,358,443,2021-01-22,2021-01-24,29,352,1,19.27,0.0
10282,359,249,2021-01-23,2021-01-24,1,475,2,10.97,0.0
12992,360,316,2021-01-23,2021-01-23,10,309,2,17.99,0.0
8627,361,210,2021-01-23,2021-01-30,4,170,2,11.35,0.0
5828,362,143,2021-01-23,2021-01-23,13,177,2,31.93,0.0
19074,363,463,2021-01-23,2021-01-31,13,42,2,31.93,3.19
9884,364,240,2021-01-23,2021-01-30,8,231,2,11.99,0.0
704,365,18,2021-01-23,2021-01-29,32,588,2,7.71,0.0
5699,366,140,2021-01-23,2021-02-07,22,531,2,14.6,11.68
13315,367,324,2021-01-23,2021-01-29,16,364,2,6.67,0.0
6792,368,166,2021-01-23,2021-01-30,32,544,2,7.71,0.0
303,369,8,2021-01-23,2021-02-03,32,309,2,7.71,3.08
999,370,25,2021-01-23,2021-01-29,13,233,2,31.93,0.0
18052,371,437,2021-01-23,2021-01-25,38,537,2,15.99,0.0
16543,372,401,2021-01-23,2021-01-28,2,46,2,4.33,0.0
12040,373,292,2021-01-23,2021-01-28,19,25,2,13.33,0.0
14504,374,352,2021-01-23,2021-01-23,13,534,2,31.93,0.0
14302,375,347,2021-01-23,2021-01-27,36,190,2,12.35,0.0
4716,376,117,2021-01-23,2021-01-29,13,190,2,31.93,0.0
5449,377,134,2021-01-23,2021-01-25,6,46,2,7.95,0.0
11832,378,287,2021-01-23,2021-01-27,4,521,2,11.35,0.0
8194,379,200,2021-01-23,2021-02-18,13,241,2,31.93,60.67
8104,380,198,2021-01-23,2021-02-02,24,344,2,12.58,3.77
1354,381,33,2021-01-23,2021-01-23,32,352,2,7.71,0.0
5948,382,146,2021-01-23,2021-01-25,4,344,2,11.35,0.0
1740,383,42,2021-01-23,2021-02-02,13,209,2,31.93,9.58
6927,384,169,2021-01-24,2021-01-24,37,344,1,3.1,0.0
1227,385,30,2021-01-24,2021-02-05,4,236,1,11.35,5.68
7012,386,171,2021-01-24,2021-02-02,35,534,1,10.84,2.17
3197,387,78,2021-01-24,2021-01-27,50,170,1,8.88,0.0
12141,388,295,2021-01-24,2021-01-27,42,491,1,8.0,0.0
3160,389,77,2021-01-24,2021-05-22,42,33,1,8.0,16.8
3506,390,86,2021-01-24,2021-02-10,36,10,1,12.35,12.35
10715,391,260,2021-01-24,2021-01-30,43,233,1,3.78,0.0
10876,392,264,2021-01-24,2021-01-24,40,33,1,6.87,0.0
3922,393,97,2021-01-24,2021-01-24,22,583,1,14.6,0.0
9284,394,226,2021-01-24,2021-01-24,5,75,1,9.33,0.0
4635,395,115,2021-01-24,2021-01-30,1,75,1,10.97,0.0
11212,396,272,2021-01-24,2021-02-05,13,555,1,31.93,15.96
11307,397,274,2021-01-24,2021-02-14,23,521,1,1.7,2.38
8535,398,208,2021-01-24,2021-02-04,4,236,1,11.35,4.54
